29 10 511 12	10 511 19 28 1272
29 106 10240 1206 1207 1208	297 1205 1206 1207 1208
12 23 249 882 565 16	139 140 42 19 1794
12 8 9 431 432 887 263 29	127 344 263 29 19 603 23 43
140 370 915 282 849 1101 641 13 76	1263 782 140 370 915 282 849 1101 1162
2424 12 243 779	12 243 25 574
12 317 4 43 2 300 76	12 317 161 43 300
83 453 80 522	522 11 457
29 83 10 524 525 12 11	602 29 10 485 12
39 9 933 227 2181	2181 2462 267
12 101 102 24 23 29 307 308 16	29 307 308 23 24
282 283 283 282 140 370 58 180	282 283 283 282 19 140 370 23 43 3152
12 485 43 70 76	12 317 68 43 70 76
12 1933 1934 264 1932	12 90 812 990 1933 1934 19
5662 6749	5662 5662 6749 423 423 423 6749
296 32 2172 11 66 12	28 12 32 263 2059 16
416 367 12 13 629 19 455 456	12 253 13 629 44 66
10671 19 3652	20873 4527 427 4652
59 2505 421 39 9	444 2505
45 226 226 229 50 781 623 229 1203 611 612	45 226 226 229 19 611 612
24 101 102 12 243 10 243	243 10 243 12
29 1671 317 1139 12 19 4262	169 1361 169 1361 12 243 618 29 459 1139 12
457 180 11 8 9 313	8312 11 935
29 347 72 12 157 5 6 470 455 456 16	29 157 5 6 1051 72 12 66
28 12 23 454 19 470 19	28 2651 23 454 19 470 19
29 83 1154 243 618	12 432 421 83 29 1154 243 25 574
521 914 200 68 70 276	2241 521 914 200 68 70 11
7205 8 9 482 483 1645 522 19 1094 354 267	2056 804 1174 1307 8 9 12100 173 5 394 267
964 965 5 5467 2165	229 357 781 1259 46 272 229 440 781 1259 46 19 4154
9779 9408 4207 8 9 629	6775 202 1011 126 536
444 12 10 192 522 11	444 29 2317 62 12 12 10 1227
13 348 127 191 20363 1760 11	606 347 161
1476 23 29 80 180	724 361 19 37 80 180
1537 19 1499 359 140 62 43	12 595 3617 421 426 532
55 226 478 542 56 57 611 612	55 226 478 336 19 611 612
127 217 2521 11	28 217 2521 11
447 12 243 451 233 771 134	2957 12 202 161
106 499 12 574 19 70 62 39 9	12 62 12 39 9 23 347 19
12 101 102 12 578 59 62 43 65 16	12 19 2421 62 39 9
1583 575 808 824 39 9 826	7625 824 39 9 826 3331
107 106 255 348 29 200 725 76	34 10 459 200 725 107
12 11 938 875 4206 1731	12 1446 39 9 536 19
12 2319 698 161 6956 19	12 2319 698 161 39 9
426 1203 23 202 21493 19	4369 426 574 804 19 8525 56 57 641 13 829 830
522 536 535 16	12 1058 4309 1352 16
12 161 5 1024 3139	872 19 307 591 161 1461 3139
3465 317 276	1642 29 275 317 2679
1124 470 19 494 495	1648 1593 643 644 573 32 494 495
1847 1522 23 12 142 1249 1110 11	10 79 1310 3357 12 23 142 1249 1110 19
29 10 72 12 275 11	12 202 453 275
329 330 969 192 550 1872	550 798 476 8 9 243 552 553 574 1057 177
12 32 243 629 1195 859 16	29 161 12 243 629 12361 16
29 108 1164 6 3034 276	16730 272 29 1164 6 455 456 76
550 798 476 1299 10 169 451 1649 11 415 202 1019	550 798 476 1299 29 6647 1648 11
126 11 12 347 682 11	28 12 431 432 682 11
29 1003 10 243 11	10 12 115 115 23 29
29 23 10 23 5230	29 634 163 1870 16
4702 29 750 35 10 1478	4702 12 10 1478
29 19 854 23 39 9 854 23 43	29 19 854 23 39 9 267
1447 19 5095	1447 19 546 335 47 229
28 217 222 140 276	29 108 1833 11
29 80 32 161 1017 485 12	29 6147 80 32 161 1017 485 12
810 2807	12 23 10 23 32 113 114 11
821 19 233 120	821 19 82 3604 7657
310 1954 1383 2222	2222 397 867
29 1914 447 12	29 1472 1914 447 12
217 193 243 848 3502 29	28 12 3502 29 276
363 363 67 10 511 16	5655 13 10 13 2776 66
28 9 217 23 161	5608 12 66
12 19 12729 23 39 9	12 1038 120 62 39 9
12 453 23 761	12 23 761 263 10 263
1192 455 426 202 197 232 230 919 267	1006 647 48 50 50 48 426 1188 332 333 334 2121 267
12 810 43 23 29 13 176 12 19 16	453 1325 459 29 176 12 43 2732
1017 5 317 29 176 12	1522 379 29 176 12
12 108 1227 66	192 522 1227
202 243 1592 468 66	202 453 243 3485
12 347 318 29 2728	12 62 29 2728
12 39 9 2334	12 19 2440 23 43
12 32 2650 16	12 23 6 32 19147 19 59 16
12 317 10 317 68 70	68 69 70 72 29
29 19 122 2469 247	249 23 6 21926
909 13 536 3050 14246 16	1310 1311 13 536 761 3588 16
169 718 925	169 718 925 472 852 472 852
12 592 19 23 517 5 344	12 360 6 517 5 344
8 9 16633 19 3340 3702 165 726 136	202 3340 3702 428
12 71 10 435	12 71 453 243 275 140 370
29 106 2655 11 12	29 106 2283 462 2655 11 12
12 19585 11 19586 19 4727 102 11 457 533	12 32 80 32 19585 1605 2835 19 4727 102
12 116 6 181 72 29 29 317 251 836 19	12 3318 72 29
431 432 272 29 629 3034 16	29 106 304 12 1847 629 3034
72 29 4 6 292 276	72 169 455 456 4 290 33
29 592 19 251 106 3778 12	28 29 106 133 12
438 960 1664 1466	2560 438 1307 16674
215 311 312 11 13 72 29 161 161 300 16	272 29 3927 533
850 1575 1242 217 251 126	757 840
48 50 50 48 335 478 228 229 917 918 48 1259 440	282 283 283 282 158 478 917 918 282 849 1101 16
817 4678 3807	106 1414 11 80 127 6 33
7435 32 25 141	34 1832 19
12 128 757 106 29	12 128 757
20403 20404 272 5988	1178 5 130 153 1135 6 213 1583
1496 32 39 9 1644 19 3359 16	32 39 9 126 168 19 230 236 3024
29 8 9 217 2764 518 163 12 101 102 29 524 525 43 70	12 254 29 485 67 39 9 70 16
5965 4792 448 19 692 168 5439	3797 230 4792 448
29 19 213 5059 574 80 32 1244 127 6 767	2882 163 988 253 10 126 168
29 1833 11 29 126 771 1017	29 251 4261 1319 421 29 1085 200 11 12476
810 5330	20 1294 52 53 32 647 579 16
12 10 317 272 29 7118	12 317 2647 2646 16
49 1101 19 398 431 432 79 478 1101 19 140 370 16 267	478 1101 19 140 370 431 432 79 49 1101 19 398 16
146 146 776 583 773 483	304 146 146 133 134
794 4672 20225 20226	130 352 169 989 166
12 757 893 13241	12 202 307 10 922
168 350 285 1370	19802
444 1377 10 254 252	421 39 9 1377 10 1817 3479 2467 447
741 3917 3918 23 29 307 308	21591 21592 10 635
12 106 629 43	12 14 161 12 106 241 66
28 1545 5 130 276	461 227 568 338
169 19 7 8 9 1178	10 79 561 19 208 209
2950 62 39 9 212 213 12 254 16	28 12 101 102 29 62 43 212 213 16
880 881 573 32 565 21	652 29 1881 463
29 10 62 2069	12 2090 11 29 10 21348
12 13 629 39 9	1006 647 12 13 629 39 9
15884	451 202 794 76
12 23 10 23 2117 66	12 296 299 12
12 317 52 53	12 253 317 141 44
48 50 50 48 73	48 50 50 48 126 594 106 73
5536 7768 19 829 830	230 114 3882 1517 19 829 830
12 72 29 1178 69 4933 681	1655 17855 4933 681 481 941 941 69
29 124 12 19	29 246 247 304 12 62 522 217 23 332 1053
12 25 574 19	12 459 200 25 574 66
140 370 665 10397 370 311 266 935	426 841 8 9 313
29 106 67 350 307 234 19 345	1305 520 19 422 334
1203 1748 4015 1085 792	1748 4015 56 1117
444 106 29 11 76	444 459 106 29
6928 19 12 13720	12 606 3878 169 517
29 3982	29 698 317 787 836
29 459 1139 12	29 848 217 1139 12 11
423 423 423 423 592 2930	21437 29 11 415 423 423 423 423
106 536 19 945	536 28 6 945 16 536 19 2326 11 254 276
10 1819 785 826 885 1453 200 583	29 985 163 583
29 2866 629 12 19 455 456	12 13 1100 629 29 19 3034
1657 169 1495 12 2369 163 16	12 1446 1657 4160 16
29 1491 197 599 600	29 10 215 511
29 10 485 12 11 12 6 122 1958 1397	29 251 10 524 525 12
23 29 889	1124 276 29 889
1310 1311 13 536 20204 16	909 13 536 20205 16
12 6160 23 24	6798 752 798 19 6160 23 24
12 10 317 168 1002 313 16	28 12 168 1002 313 276
12 3170 878 32 80 32 2791 29	12 3170 878 447 1017 29 16
282 283 283 282 272 357 358 357 48 19 6788 23 24	3452 358 357 48 19 5272 23 24
12 317 10331 16	12 317 133 11959 1394 16
12 72 29 682 134	28 12 72 29 67
29 128 23 80 2769 279 1523 11	279 134 275 2
439 358 29 524 525 12	169 1192 169 1192 29 485 12
12 940 979 1397 11	12 1928 979 11
28 12 161 163 263	12 161 163 23 263 19
32 52 963 16161	127 6 1570 23 32 52 963
646 176 29 1184 5 222 223	6648 1196
140 370 405 10 173 412	133 134 426 412 2418 2006 408 235 2260
2595 421 39 9 29 19 426 133 230 300 10 11	444 29 19 140 370 133 230 300 1445 415 29 426 406 1104 10 11
249 29 3830 11	249 29 3830 11 1642 29 775 276
29 108 522 275 5 6 552 553 276	29 108 243 2349 66
1107 19 470 113 23 523 533 267	523 19 2447 698 1667 299 19 1107 19
29 32 10038 169 169 140	12 19 20605 16
2175 62 29 115 115	2113 3407 12 62 29 1003
72 29 522 2745 4567	4568 233 1276 4568 233 1276
19 3478 227 23 39 9	29 810 43 9478 76
457 331 447 12	457 447 28 6
29 1087 243 10744 725 12 76	29 243 725 12 76
177 249 6866	86 87 222 223 3748 652 29 1396 3289
282 50 50 48 45 228	48 50 50 48 45 228 229
48 50 50 48 140 632 140 370 433 476 12669 389 390	282 283 283 282 1829 18716 1236 917 918 355 1080 359 140 16
48 50 50 48 158 228 32 47 546 159 16	45 46 47 48 478 440 477 358 546 358 140 370
453 13 241	12 3027 6 44
135 1769 1770 83 243 241	1985 243 74 16
12 1864 296 443	12 10 23 370 175 59 16
426 2269 414 633 19 3112 92 266	140 370 331 172 633 19 2124
169 583 261 19 290 33	34 67 292
133 134 767 355 135 136	72 29 1812 5605 92 804 19 3755
7473 804 202 629	3666 3361 5776 202 629
12 421 39 9 10 161 300 11 76	202 10 14009
87 94 227 1097 19 224	12230 224
12 32 1286 6237 16	12 32 5197 16
1635 522 11	133 230 300 522 11 2175
2319 698 10 23 818 819 12 11 16	29 1087 274 360 12 161 11 16
12 485 29 23 277	12 592 19 485 29
217 23 10 126 2 75	127 5 227 253 1 2
12 127 59 202 887 66	12 127 59 202 127 344 533
12 518 163 76	12 9029 5513 12 19 168 266
1049 114 42 19 1222 1223 2842	12 23 1049 114 42 16
1903 782 915 1365 540 783 16	1903 478 1619 917 918 1365 540 783
1698 142 1644	1006 647 24 142 1249 1110
12 13 14 172 6 422 334	8 9 1894 348 12 172 422 334
861 862 462 10997 19 59 124 12	12 23 861 862 462 10997 19 59
12 705 706 24	12 705 706 24 16
12 19 3481 23 24	20004 20005 19 187 136 23 24
899 46 539 849 335 50 23 43	439 46 539 1259 335 50 6124 23 43
282 283 283 282 335 159 46 19 1909	55 46 47 48 49 283 45 48 19 1909
29 7371 12 126 168	12 1584 29 1416 168
249 19 250 532	246 341 317 977 16
29 10 317 252	280 281 892
140 370 133 213 2800 10 1227	426 156 3641 3603 11 415 1640 213 128 10 13 1640 831
1421 12 3726 8197 800 571	1421 12 813 2013 808 836 1646
12 23 243 140 370 574 19 16	127 6 426 19 3322 23 39 9
12 7117 215 1706 11	272 12 161 300 592 601
83 253 23 887	972 130 19305 23 127 6 614
426 5965 800 1188 788	232 230 788 3905 232 10 1822 230
29 72 751 1105 276	28 29 217 1105 11
12 67 173 80 32	12 457 176 173 29
725 2006 12 66	29 80 2769 254 12 243 25
168 29 6011	13 168 6870 29 3 168 5 972
12 260 29 524 525 39 9 70	12 1774 29 524 525 24
646 12 317 275 131 16	176 29 133 135 136 132 16
2008 11 87 19 464 223	87 19 224
34 669 12	29 32 227 669 12 11
426 14006 370	282 283 283 282 140 632 776 583 472 370
709 444 23 1816 711 19 267	334 707 169 23 43 603 267
39 9 785 548 66 12	12 23 106 590 1382 39 9
29 18085 12	29 72 12 7531 1265
10 254 23 43 243 12 12231	12 12231 32 373 1068
1646 4417 2775 7278 19971	800 571 4417 142 285 5 1497 2155 2094 23 24
282 283 283 282 55 226 782 10656 58 180	172 282 283 283 282 55 226 226 19 920 56 459 58 180
272 55 46 47 48	55 226 964
126 615 80 32 67 511 12 2732 76	29 14 3043 12 161 19 300
413 23 44	127 6 23 43 70
140 370 39 9 433 476 1995	426 43 396 4622 1512 19
21686 21686	29 518 163 776 1042 126 299
12 32 80 32 10898	1881 1352 11 16
131 6132	12 3093 1985
34 1415 1438 19 2009	29 653 1415 1438 573 32 2009
1263 226 1528 422 175	2643 478 226 1528 422 175
12 595 29 2288 725 523 19 470 455 456	12 518 163 29 127 344 19 1475 725 39 9 344 19 1051 76
5910 361 23 24 533	524 525 5910 16
426 379 804 1778 1779 1745 11 397 382 16	426 2760 19 1778 1779 1745 11
28 12 217 1906 1592 2448 276	12 459 2680 2681 1592 2448 66
12 243 1153 33 448 66	148 114 42 142 3690 634 74 39 9
62 29 299 790	62 12 1051 299 790
2280 2281 196 2501 1296	1379 196 311 266 442 1094
4360	4360 221 227 223
29 431 255 12	29 116 193 29 10 106 459 12 11
12 32 43 1656 13	169 718 8 9 79 5856 213 522 4188 3470
217 887 29 10 161 11	28 29 217 10 161 11
29 108 1472 435 11	29 108 342 518 11
12 90 227 1352	12 502 247 43 396 536 535
21393 32 39 9 275 19	32 275 19 126 19
94 227 500 29 466	5336 19 224
12 32 80 32 1038 120	162 3146
122 571 1488 2454 120	16325 2454
29 595 10 1478	29 595 29 10 794
12 457 629 1430 276	12 629 1430 11 43
29 10 106 101 102 250	250 126 10
83 23 1129 453 23 1858	83 23 39 9 690
29 1596 243 72 12 370 317 11	12 3505 4635 29 72 12 19 3610 11
52 53 1540 89 52 53	153 941 941 91 92 222 93 89 58 91 92 93
29 106 725 12 35	29 106 725 12 275
304 180 453 72 29	8 9 12 106 10 453 180
909 13 536 1345 5711 5712 16	3087 2813 2601 8 9 536
12 1319 421 39 9 1105 66	12 71 1105 11
421 39 9 2105 20856 422 334 267	1290 1235 1203 444 311 422
72 29 1035 1036 162 1804	526 642 270 13913
12 23 1194 16	1194 11 276
1899 360 29 102 1465	800 1878 29 1463
6360 4471 583 421 330 2066 2006 220 2612 267	657 2418 140 370 220 354 86 704 52 56 4471 583
29 23 618 19 59	29 19 192 882 505 243 25
12 672 6316 66	12 672 126 19 66
29 23 12 35	200 12 35 35 19
29 32 433 476 5194	29 32 690 67 19
335 478 153 202 353 1499 1116	202 220 354 1499 1116
55 226 478 1203 52 53 267	45 226 478 19 56 57 829 830
2022 29 522 176 12 598	1522 379 29 176 12
12 23 39 9 42	3026 947 19 23 39 9 42
29 246 247 459 2984	34 360 12 590 998
461 462 394 395	1129 221 227 1097 62 29 394 395
127 6 2440 217 347	12 19 2158 1934 23 43
5538 2283 462 19 494 495	462 12 19 626
157 130 12 940 276	12 23 9020
107 217 773 522 11	107 773 522 11
12 108 2142 127 6 1239 956 1564	12 127 6 1239 956 1564
872 19 2651 243 5 1272 123 448 1714 574 831	29 243 5 1272 123 448 1714 574 831
12 1425 2945 276	12 2690 126 10 126
62 5 130 229 358 45 358	29 106 229 358 45 358 11
439 46 539 12 518 163 29 635 10 635 76	439 46 539 29 595 7277 738 76
29 243 1031 462	453 243 3037 23 276
133 134 146 146 126 456	227 1115 146 146
3935 19 12 296 762 10 770 11	3935 19 12 762 10 773 522
12 447 9318 16	12 485 9318 16
29 217 23 10 485 12 66	12 124 29 19 1901 5
1012 29 12 447 19 59 23 24	1012 29 12 447 24
12 524 10 524 525 169 447	12 3093 2636 1582 314
221 222 736 971 2190 903 264 52 53 1394	221 222 93 903 264 90 96 93
12 241 200 66	106 74 44 200 2649 12
3041 230 1228 1347 19 353 2124	5 156 6769 19 220 354 92 266
282 283 283 282 55 46 47 48 1842	45 46 47 48 1174 495
1475 342 518 366	342 518 11 29 342 518 11
133 134 260 2842	177 4911 14722
282 283 283 282 426 32 80 32 2046 2047 1162	282 283 283 282 426 19 2046 2047 641 13
683 176 29 133 134 1008	169 1495 4160 72 29 133 134 800 140
457 44 33	277 5 227 33 448 253 457 66
80 59 360 29 275	29 760 13 21691 5082
444 2968 29 118 338	12 444 2968 29 881 338
965 542 282	965 542 282 23 39 9
1006 12 9304	12 347 3217 3218 11
28 12 193 243 243 25 574 533	193 243 19 12 243 98 777
314 6 14367 62	314 314 1321 422
12 595 29 1124 16	29 249 1124 16
282 283 283 282 142 285 2023 140 370 19 1162	282 283 283 282 32 875 1572 267
29 10 19375	29 10 1819 785 217 127 344 11
12 618 253 10 126	12 2357 19 253 411 662 1
29 106 304 12 4182 470 19	12 1847 1687 276
12 21328 23 44	12 39 9 5160
371 522 80 499 1017 12 787 1958 19 59	12 592 19 251 2504
12 19 1022 279 23 454	12 124 6 454 19
757 676 390 12	255 390 12
12 23 52 122 19 2807	12 2807 52 122 11
29 253 10 126 785 548 11	29 595 29 253 1818 11
4661 4108 4992 5642	4108 4992 5642
12 23 459 575 29 19 276	12 10 23 459 575 29 16
133 134 29 19 8331 240 416 350	240 416 29 19 8331
158 481 153 232 1822 230 1326 52 1405	158 478 153 232 1822 230 1326 52 1405
29 5 227 180 253 457 11	80 32 8553 11
421 229 358 45 358	229 358 45 358
12 317 280 727 29 16	12 347 1462 29 350 16 29 126 871 76
246 247 1881 29 459 1642 12 342 518	29 251 106 1642 12 435
12 243 618 243 25 76	169 3268 12 243 43 505 92 66
243 74 39 9	12 193 243 243 74 75
12 595 29 10 23 162 1839	29 518 163 12 274 5 6 1839
260 260 29 23 24	29 23 6468 451 329 12 23 24
389 470 42 19 5084 2842 23 90	87 971 40 590
21933 23 44 785 548	23 43 678
629 127 6 78	12 2334 629 44
12 524 525 1646 20861 16	800 571 632 7328
3376 2909 1626 2873 453 32 52 634 433 476	810 90 247 23 148 87 5
43 23 29 431 432 647 12 19	29 347 647 12 39 9 76
849 431 432 828 43 767	158 1277 335 159 19 767 355 32 25 141
140 370 1299 725 773 853 665 8 344 4622 1512	1299 692 725 426 8525 415 8 9 4622 1512 426
34 12 36 29	1006 12 36 29
2306 494 7858 12 19	243 494 7858 12
12 524 525 536 43 270 437	12 485 39 9 3741 76
2524 114 19 2524 13 828 39 9 767	10828 19 5401
12 592 17212	12 71 592 669 59 76
43 270 437 126 536	43 1272 866 19 3741 1832
682 1160 11450	12 682 3433 200
521 243 241	2542 521 243 241
526 5982 2351	960 240 230 236
135 136 137 138 19 208 1013	135 136 137 138 19 144 32
29 80 5974	29 80 314 317 416 4635
29 161 29 459 1352 11	29 161 29 8 9 1478 757 1352 11
12 28 9 649 650 74 75	1233 29 649 650 12
126 2600 66 12 19 5967 3950	79 5967 448 300 161 29 106 12
12 19 684 684 23 24	28 12 32 684 684 16
11816 12 243 1153	11816 12 243 241
683 12 1446 16	29 12 2598 1446 16
12 23 6 299 2850	12 23 6 2470
1446 1448 3308 16	12 705 706 1448 3308 16
12 168 447 448 495 16	297 447 448 495 76
29 459 12 243 29 9114 1642 29	34 12 243 29 1575 587
29 126 648 12 533	1593 11 669 12 80 279 59
29 447 59 762 274 12	12 762 10 23 29 889
55 226 226 1722 19 222 1469 92 266	1722 222 1469 19 92 266
12 3034 62 39 9	12 19 455 456 62 304 21857
28 12 2682 1453 66	28 12 1899 19 200 1788
251 126 467 29 485 12	29 485 12 142 1972 1403 19
29 10 1325 459	29 1326 12 72 29 1652 19243
29 10 772 11 66	28 29 217 4958 11
10 29 447 12	29 5033 447 12
12 347 522 725 29 16	12 317 725 29 16
1555 79 208 355 202 161	1253 114 19 365 8 9 161
426 419 232 230	426 14 419 232 230 11
1571 2030 1438 19687 134 2208 19 1307 1074 23 39 9	11628 8639
12 592 19 3071	12 411 662 126
29 251 19195 8 9 313	29 126 601 935
12 524 525 29 16	12 263 29 32 1500 4858 9
1092 1465 415 1087 431 13 23 29 299	252 28 1478 23 29 23 299 11
800 200 6030 692 5 130 276	13 14 200 6030 692 5 130
28 594 4591	1667 11 29 168 594
12 32 43 907 19 16	2420 3672 32 39 9 907 19
29 2401 12	29 168 126 12 252
13 10 13 800 227 7484 66	28 12 800 7484 276
194 381 382 1326 58 180	382 4907 1325 459 52 53 180
4845 20026 866	9618 885 522 230 8 9 389 390
12 126 1935 837 66	29 1935 837 594 12 1935 837 533
2490 13 14 243 914 272 275 66 29 595 251 126 275 66	592 23 126 275 1716 11
12 2369 163 29 307 591 16	12 1446 29 307 591 16
140 370 19 4622 1512 147 121 63 734 11 935	329 437 426 854 64 11 935
493 462 142 1124 19 59	861 862 462 1304 19 59 217 23 12 11
28 12 23 2374	29 161 12 23 315 373 1068
28 12 106 312 43 76	521 312 227 43 76
106 1006 455 456 536 6 535	1006 3034 1352
29 898	29 459 1017 882 565 11
12 215 776 1822 11 276	12 1249 11 16
251 1405 736 1600 217 447 462 11 12	447 462 12 251 1405 11
426 19 1645 281 1170 23 39 9 3544 267	29 19 1170 23 39 9 1274 120 267
12 5 227 471 253 10 126	12 21176 23 4170
48 50 50 48 158 478 1170 611 612	1263 478 19 1170 1805 612
80 266 134 370	1105 1491 2765 389 390
12 3332 71 12810 127 1272 373 1068 10 267	12 317 536 1570 16
275 135 136 132 813 19 25 6 59 4894 1267	135 136 132 574 29 142 2288 25 6 144
2706 12 23 470 19 11	12 444 23 2447
29 347 176 359 12 43 16	29 13 176 12 629 227 39 9 76
55 46 47 48 49 283 45 48 19 609	48 50 50 48 45 46 47 48 1780 56 609
29 255 348 12 1642 1002 29	1006 12 279 1642 29
903 2200	12 243 127 903 5 130
12 13 260 3351 130 52 53 222 29 13 21056 16	12 595 29 13 817 52 53 222
12 459 922	29 459 67 12 161 300
29 19 882 1415 23 7011	29 19 13533 128 23 5119
45 46 47 48 226 941 4091 1021 2835 56 57 828 191	45 46 47 48 226 941 4091 2833 1236 19 1203
29 1326 5 6 1389 304 19 59	29 106 459 162 454 59
282 283 283 282 2643 158 849 783 899 807	48 50 50 48 477 335 1259 159 439 800 522
2912 963 10 459 522 133 2392 29	29 161 62 12 682 1397 6262 133 2392 29
2692 1133 67	12 317 416 1133 16
169 1192 169 1192 12 243 39 9 505 92	12 459 200 39 9 505 92
282 283 283 282 46 47 159 48 546 46 45 46	46 47 159 48 546 45 46 46
12 23 6 299 790 16	12 35 299 790 16 12 23 39 9
5264 202 126 52 59 253 10 773 29 19 66	552 553 1299 9307 11 8 9 130 770
578 579 1293 4682 725 2006	578 579 1293 725 2006 831
28 12 10 13 360 428 1911	279 59 4 300 251 3871
1926 2148 14449 3738	312 5 312 882 1925 213
12 260 29 32 52 2420	12 19 885 2420 12 13 260 173 16
6688 29 118 338	32 43 118 338
453 32 43 12 13 629 163 173 19	28 12 629 4317 39 9 76
12 243 74 75 29 592 19 10 106 647	29 10 106 647 12 243 74 75
282 283 283 282 142 285 1236 23 43	282 283 283 282 19294 426 23 39 9
12 459 817 1610 16	12 771 102 757 816 16
12 32 16 10067 1556	12 32 10067 1228 1347 16
177 29 19 282 283 283 282	177 29 19 282 283 283 282 3270 824
12 1012 29 12 83 243 25	3707 12 243 618
217 106 272 12 722 723 447	29 106 725 6 12 887 19 454 455 456
29 10 734 163 854 272 147 121	63 734 147 121
1503 684 5 394 19221	32 11 1452 1453 10062 914 19221
28 12 1091 29	29 126 106 348 12 1091 29 533
12 71 787 1249 1110 76	12 536 39 9 11 317 787 1249 1110
249 1858 536 12584	249 536 39 9 535 126 76
453 459 275 16 521	12 453 275 16
12 1750 243 373 962 98 19713	12 23 2417 19 16
29 485 12 2679 16	12 753 16
215 524 525 12 11	1564 485 12 19
1622 533 29 23 12 115 115	1622 533 12 23 29 113 114
410 173 146 146	146 146 1004
29 80 161 43 66	457 161 39 9
3 522 6 424 276	3923 205 19 2746 114 276
12 23 25 59 29 23 505 506 59	29 23 510 59 12 23 779 59
72 29 522 6 380	72 29 522 1352
193 243 19 29 457 884 66	29 457 243 884
426 8 9 232 230	232 230 175 8 9 725 267
12 524 525 10859 16	12294 16
29 251 1644	29 411 662 126 168
837 247 262 1918 134 2208	392 1918
202 1904 1522 7522	8 9 7522 11 267
176 10 11 12 29 5374 76	5374
2608 1202 1058 296 12 66	2608 1202 23 12 16
177 408 235	133 134 2600 4727 3950
1242 29 101 102 66	1242 872 4106 254 66
29 19 1243	470 59 13 254 39 9
135 136 132 131 132 32 43 19688 19 212 213	135 136 132 13 168 43 208 1013
12 2297 252	12 664 10983 635 19
45 46 47 48 49 50 45 48	45 46 47 48 49 50 45 48 1376
68 69 70 72 29 1004	72 29 68 367 5382
12 9658 52	1248 12 431 52 11
3694 2333 11	217 23 416 809 11
