13 360 12 403 16	29 106 360 12 312 247 76
43 373 1068 12 23	43 6 1570 698 1286 19 462 12
12 1027 1786 32 647 579	12 20821
5345 444 116 10 192 1403 118	140 370 1403 118 202 116 10 278
28 12 23 1767	12 23 135 1770
1268 592 126 217 23 602 12 19 345	1391 12 19 345 451 448 592 126
29 126 615 1534 217 2921	29 15305 217 251 2921
726 12 366 415 12 522 458 5 458 29 126 10 126 75	12 217 458 458 29 75
28 12 1003 23 24 76	12 19 115 115 24
1467 481 642 2613 813 19 1174 495 691 482 483 173 140 370	642 643 644 813 19 1842 329 330 482 483 173 426
360 29 312 312 247 66	1642 29 2400
243 29 1001 1914 1915 12	12 2912 963 1512 243 107 451 574
176 29 442 11	176 460 11 393
20164 467 914 276	217 304 107 914
29 106 459 1985 19 6821 494	106 459 1985 19 6821
208 3024 126 168	1124 3024 592 126 168
431 432 725 12 3468 3469 16	725 12 403 431 432 16
169 718 246 247 1795	392 23 2819 2779 90 120
12 72 29 62 1038 374	1038 374 347 62 1038 374
297 561 561 593	215 593 12 11
215 9960 11	12 215 9960 11
909 13 536 373 4517 6735 6736 16	909 13 536 2133 16
8651 19 230 300	606 230 300 120 121
457 933 935	8 9 841 11
1281 522 5 6	1321 522 5 6
29 126 106 499 12	29 52 106 3 499 12
28 217 317 4 290 33	12 317 1911 16
12 317 10 317 2	12 317 1596 2 300 107
29 19 2670 800	7151 19 1990 1495 800 16
1233 29 80 180 66	899 46 539 73 66 29 80 180 11
12 39 9 253 254	12 592 19 39 9 253 254 16
200 2066 2067 331 52	725 350 326
12 719 101 102 1124 470 634 39 9 344	12 254 43 62 1124 470 16
32 43 431 432 275 19 16	43 373 1068 431 432 275
279 3375 29 243 2027	29 7978 552 553
29 30 31 11 1277 539 46 1277 539 46	1277 539 46 1277 539 46 11
28 29 10 922 11	2022 107 107 317 348 12 922 10 161
12 32 80 32 3070 317 76	3070 317 11 16
29 360 12 472 473 126 16	29 360 12 3775 16
12 19 11107 39 9 344	12 19 115 35 523
140 370 691 479 192 484 353	8 344 479 480
282 283 283 282 158 782 542 172 56	48 50 50 48 335 481 782 851 202 172
12 23 629 39 9 19	240 416 629 29 19 1603
29 19 426 459 1105 11	1006 472 370 140 370
29 329 330 1378 969 12	29 8 9 62 12
12 127 39 9 212 213	127 23 39 9 65 12 101 102 16
12 72 29 1551 454 455 456 276	12 72 29 1551 1377
140 370 852 4051 11 8 9 313	584 269 270 11 935 267
771 102 29 10 3026 264 12 16	12 23 29 19 578 59 16
176 29 133 134 19086 118	176 29 177 119 72 888 3893 2585 181
29 161 348 12 485 29	29 106 348 12 1091 29
12 161 19 39 9 253 23 263 19 453 634 19 126 168	12 787 126 168 4 39 9 253 263
193 243 25 574 200 11	732 173 25 574 11
106 2250 217 2250 192 522 276	126 106 2250 66
12 243 7246	7246 66 12 124 243
12 18447 272 1307 2611 453 1706 163 963	29 37 116 334 272 1307 2611 453 1706 163 963
1792 19 4878	1792 19 1222 1223 1376
1644 10 126 168	29 106 200 497 12 753
2918 757 7579	341 280 342 6 126 518 252
230 231 202 1653 23 10 23 375	202 692 1650 296 1322 1731
3531 3532 8 9 629	1068 989 4642 8 9 629
29 10 447 12 66	2113 3407 12 5177 29 276 29 10 447 12
32 59 133 29 457	967 1643 23 10 23 32 59 459 133 29
43 126 275 19	25 141 126 275 19 552 553 16
29 106 5 6 307 591	889 29 106
4092 3807	1872 4092 126 11 16
229 358 45 358 24 1132	12 360 229 358 45 358 24 1132
29 1496 251 3105	72 29 3105 5 130 21895
347 629 126 19 80 981 19	28 80 981 19
12 595 1415 1438 272 135 5 822 25 6 635	29 272 8123 7826 24 331 635
29 251 3679 4635 12	29 10 1817 406 302 12
72 8 9 1808	1267 19 3652 23 43
131 137 138 1496 16711 39 9 285 144	135 136 132 3974 19 208 1013 62 43
20830 29 19 1794	29 1017 882 565 366
67 29 68 70 126 10 126	72 29 68 1282 126 10 126
1310 1311 13 536 5365 16	1310 1311 13 536 13801 16
8 9 62 315 202 62 1603	1603 8 9 62
8696 1828 126 10 126	341 2209 379 1828 126 16
12 524 525 1484 328 16	485 1484 328 16 12
28 12 304 180 72 29	28 12 72 29 180
62 5 422 307 308	29 62 12 984
12 317 74 44 76	12 453 13 241
29 243 106 44 76	12 243 106 29 43
431 432 431 432	297 431 432 347
87 971 227 971 87 332 1053 29	94 227 1352
29 202 317 80 161 2590	29 161 80 39 9
1124 1338 19 285 1370	246 247 32 39 9 122 285 1370
117 822 177	497 7406 117 822 2351
9273 186 19 422 334	10707 1130 120 19 345
99 72 29	72 29 522 2746 21844
243 12 168 522 2882 19 1124 10	28 12 518 163 29 1124 16
10 176 9904 11 276	592 19 6623 9904 16
12 3 2682 1453 128 80 32 79	29 108 2575 3 1788 128 80 32 79
431 432 232 230 11 75	296 1475 1188 11
2643 358 540 358 2418 10 462 831	140 590 477 358 546 358 2418 10 462
12 903 1002 29 773 522 629 39 9	903 29 770 241
12 272 229 358 45 358 705 706 16	229 358 45 358 705 706 12 16
169 248 23 1164 2006 3034 19	10 459 13278 75
1467 783 930 931 175 130 352	349 1467 783 1530
12 8 9 787 1958 76 12 71 127 9 1958 76 12 3460 11 276 12 127 9 1958 2679 66 12 127 9 1958 8 9 13 360 29 312 247 76 12 128 215 1958 11 276	12 202 787 1958
1592 468 536 4072	1592 468 536 4332
12 4 19 5 227 253 1 2	12 4 19 592 80 785 548 1 2
29 2483 762 122 11	29 2483 253 3283 11
1698 12 1058 243 25	1698 12 243 25
45 46 47 48 481 283 45 48 2833	55 46 47 48 481 283 45 48 19 1021 2835
23 10 23 101 102 12	12 101 102 10 254
1249 10 1249 1110	12 1249 10 1249 1110 533
134 1803 642 855 3931 4523 379 134 2208 4523 19 690	642 328 859 52 1405 317 2612 1576 1294 805
12 309 485 29	12 23 10 23 524 525 29
127 173 2162 23 8 9 773 33	127 23 8 9 773 33
12 202 101 102 29 19 212 213	12 19 1575 114
12 62 44 212	28 12 62 39 9 212
29 6722 304 12 1018 133 192 522	29 5 1763 1764 14155 12
29 106 725 2210	34 725 6 2210
140 370 1290 334 690 462 1724	1290 334 19430 462 1724
12 217 14 2122 29 16	12 431 432 2122 29 16
263 12 215 1107 11	263 12 202 787 431 447
29 6155 6156 76	29 6155 6156 598 2008 11
19710 72 29	72 29 3241
55 46 47 48 19 678 23 39 9	12 296 347 2631 5 130 45 46 47 48 76
243 127 76 39 9 33	32 43 21093 161
426 232 230 919 831	426 1188 232 230 919
1006 647 262 59 243 25 574 66	107 243 618 66
211 169 214 67 70	169 214 68 19 592 100 243 68 367 276
12 215 1562 1563 11 276	361 108 2403 215 1566 11 276
12 317 43 698 3993	34 12 176 29
12 10 23 1661 1661	12 168 12 12 217 10 23 162 1661 1661
12 3 1610 5 130	21059
106 272 12 312 842 247	29 106 360 12 3468 10590
12 23 761 9 12	247 19361 23 12 1503 684 276
758 5 130 1722 3052	12 309 243 1061
12 62 39 9 65 533	12 19 980 212 23 43
12 421 39 9 10 676 390 29	279 676 390 29
29 485 12 935 66	8 9 313 29 524 525 12
6244 2744 2454 474 437	246 247 1881 148 711 506 134 39 9
29 19 180 80 366	29 457 180
169 718 177 29 19 119	177 117 118 328 281
2339 903 264 1951 93	956 95 1394 89 58 2190
304 70 416 192 522 29 67 5 130	72 29 416 6 70 67 1004
8 9 344 3444 2011	8 9 1894 3444 2011
7521 134 451 347 16	7521 134 451
12 535 536 11 16	12 536 19 39 9 535
421 39 9 485 2011	12 421 39 9 524 525 135 1295
12 243 140 370 574 16	12 243 29 140 370 574 16
546 358 47 541 336 153 50 45 48 2823 495	546 358 47 541 336 50 45 48 19 2823 495
12 8 9 431 13 274 14428 19 76	12 698 23 142 1870 19
280 281 1575 1576 2308 2309 854 64	63 734 2106
1959 230 300 1032	377 3670 327 328 230 300
12 23 597	12 124 6 125
485 5 6 59 23 523 19	23 43 533 447 12 19 59
12 592 1712 8605	12 71 19 28 9 1712 8605 76
133 134 3381 386	177 29 19 917 2415 1661
837 247 954 1918 462 468 11	392 462 468 76
12 8 9 39 9 253 317 533	12 43 253 317 23 71 314 19
1275 45 46 46 47 48 56 57	689 79 3452 283 1365 21523 16
12 127 9 10 67 300 29 459 304 12 824 59 11	34 304 12 824 59 11
12 2750	12 1166 161 956 102
55 48 1277 48 1259 62 12 565 1401	62 12 43 126
29 124 243 6344	29 453 243 961
20451 19 212 1080	32 43 4447 355
453 243 5576 813	29 567 251 2682 1453
43 253 459 200 2682 1453	29 459 2682 1453 11
29 8 9 317 1680 929 11 76	246 247 29 1680 929 11
12 19 102 1465 263 29 32 43 126 389	29 10 406 446 12 19 1463
29 83 80 180 935	12 128 254 29 80 180 1475 8 9 313
29 106 348 361 770	29 202 431 13 10 106 348 361 770 76
12 32 21254 16	12 32 553 16
12 317 453 23 1596 4079 180 72 29 66	12 317 72 29 4079 180 16
12 296 705 706 3886 2879 76	2879 23 10 23 705 706 3886 12 76
12 453 32 279 19 422 334 16	345 32 80 32 279 19 66
83 282 283 283 282 426 25 2023 126	243 25 574 431 432 2320 282 283 283 282 140 370
11500 2363 522 10695	8 9 2363 59 59 59 248
29 2753 787 524 525 107	29 126 485 107
856 1574 433 971 87 1507	1574 433 87 956 222 223
202 101 102 10 4183 19	8 9 217 10 625 673 11
12 725 133 23 276	12 725 133 279 522 725 29 133 66
593 12 23 29 19 106 266	29 23 161 593 12
12 23 6 299 761	12 23 1958 761 16
29 106 1652 5 191 2170 328 12 13 176 29 1652 16	762 106 1652 2170 328
1177 1178 285 881 338	133 134 3549
29 10 23 522 725 12 11 16	29 274 4518 12 11 16
162 59 19 2185 3296	14454 1038 3270 23 39 9
2319 698 74 75 534 29	28 12 71 534 29 76
29 23 813 1338 59	29 23 813 1338
107 1320 106 536 43 1089 1761 350 940	12 106 536 43 19659 350 776 1042
153 941 153 226 812 19 4929 23 39 9 433 434	83 23 962 372 433 476
29 253 1053 11	29 975 253 21663 11
522 118 338 80 32 345	241 118 338 522 457 345
12 1667 23 43 1570	12 432 421 12 23 39 9
29 13 161 43	29 32 25 141 13 161 19
1352 522 1352 16	536 535 16
12 37 19 37 62 43	28 9 1006 647 37 127 23 44 533
48 50 50 48 693 161 837	282 283 283 282 158 782 153 689 79 7153
629 29 115 115	34 629 12 115
9121 1368 265 16	221 632 23 39 9
10 643 575 11	10 835 643 575 11
12 32 43 641 13 66	43 399
12 128 485 360 29 312	29 128 524 525 360 12 312
1947 32 43	117 118 455 456 3474 574 32 1694 15107 66
2590 459 161 19	29 80 39 9 12779 19 11
29 215 447 12	12 348 29 263 12 448 1314 1501 1272
29 1462 1462 12	12 280 727 280 727 29
1857 12 11	29 762 1857 12 11
2600 2601 198 2641 707 1555 16	29 106 536 17971
282 283 283 282 1903 226 189 917 918 355 334 1116	282 283 283 282 1263 226 915 355 334 1121 1053 16 267
130 162 4710 23 43 808	43 396 23 2030 1124 3604 1333 4007
29 106 360 12 243 914 126 16	1050 272 12 243 914
282 283 283 282 329 330 693 800 2675 156	691 693 282 283 283 282 19529
4726 12 13 313 19 11	12 71 44 253 1596
229 358 45 358 243 16	12 32 229 358 45 358 126 16
12 23 6 122 10311	12 23 122 2470
177 82 79 6853	82 79 6853 133 134
29 161 12 19 212 213 23 39 9	12 62 44 533
161 43 76 127 6 426 459 381 382	29 140 370 243 2181
431 432 2289 2290 232 230 16 415 1787 232 230 175	10 79 1170 940 431 432 232 16
12 1899 72 29 1640 1509 753 66	72 29 1640 1509
29 320 11	29 592 32 227 322 323
12 23 971 95 221	12 19 1027 1786 23 971 95 221 16
55 228 229 19 1213 333 56 15895 16	358 50 229 4907 19
29 984 23 24	24 23 29 984
123 11 202 1109	1299 1603 8717 11 935 415
4 5 6 197 2 19	2 300 59 1195
159 48 781 48 45 48 229 782 29	159 48 781 48 45 229 782
12 3663 432 421 246 247 317 23 29 19 882 565	246 247 23 29 19 1794 252
263 10 394 11	3378 217 1180 11
1277 45 46 46 47 48 8 344 3528 217 23 133 134	1275 45 46 46 47 48 744 1276 243 25 134 1803
29 10 485 606	10 524 525 127 6 1228 1274
29 431 432 272 12 474 475 16	12 217 23 459 1844 29 307 591
29 251 1085 2116	29 7763 329 1819
29 10 1798 882 12 19 248	29 202 1478 272 12 882 248 76
771 67 665 11	1141 675 606 277 251 771 67
29 10 106 243 29 972 813 1362 12	10 106 3 1363 12
12 664 988 253 10 1006 20601	12 128 7814 11 276
29 485 12 11	29 447 462 11 12
10 915 661 232	917 918 658
72 1003 116 1403 118	116 1403 118 11
7121 29 119 16	1510 6986 16
12 1864 23 43	23 39 9 12
29 106 410 2572	29 459 172 1732 120 1660 2830
29 592 19 10 101 102 12 23 24	29 10 254 12 23 24 29 674 442
3543 172 6 470 455 456	29 106 348 83 470 455 456 2343 1600 470 456
25 141 23 757 2229 19 550 267	629 473 784 459 2795 785 19 33 2796 23 875 267
158 1182 5553 156	813 476 5553 156 155 80 773 82
29 459 200 2349 11 252	29 106 2349
12 734 1022 431 592 126	12 19 1000 277 23 3071
12 106 1642 29 922 16	1642 29 4 300
140 370 1600 1618 615 1359 574 804 3200 11 202	426 1038 1618 615 1359 1675 7558 11 8 9 313
12 106 10 106 29	12 309 106 29 533
29 431 10 431 432 3608 12 66	29 877 878 130 442 939 451 459 304 12 1648 852
12 193 243 32 524 525 19 59 16	12 32 451 462 59 16
12 453 32 451 448 1523	134 39 9 275 2
177 522 230 4796 19 2177 92 266	426 311 266 177 522 230 1207 406 19 938 939 2124
12 23 10 23 1359 1209 114 754 647 579	23 10 23 1504 32 981
794 31 1929 1704 19 5151 9591	522 6 5149 169 5384 6748 300
12 32 80 32 536 1017 4661 8200	4661 2037 2038
12 32 43 33 16	80 161 300 76
12 1430 11 16	12 309 981 940 254 16
10 773 1195 4080 39 9	29 10 1251
249 1666 90 66	2909 4524 453 32 52 1405
202 62 282 283 283 282 426	282 283 283 282 202 62
431 29 19 451 574 10 23 12	1898 29 19 1001 274 12
297 177 3381	917 2415 1661 1256 1257
126 19 12 773 200 276	126 19 12 31 276
1619 431 432 72 29 1195 2484 312 317 471 76	72 29 1195 169 455 456 312 312 247
29 317 882 12 19 248	12 348 29 251 882 248
4 6 4565 72 29 164	4 6 2 300 72 29 67 126 276
29 459 304 12 172 11	29 106 304 12 72 172 11
72 9437 725 162 889	72 9437 725 2074 2075 471 689 29 459 629 19 33
12 23 29 889 66	12 23 29 307 591 296 6 2470
12 243 1060 16	12 243 2797 7318 16
29 253 80 981	29 253 347
12 317 10 317 2069 149	2069 149 12 1050 533
431 432 1499 1116	347 1499 8313 16
29 2912 963 447 12	29 277 1914 447 12
8 9 10 922 11	243 361 71 10 922
240 416 861 862 28 9 122 594 368 12	526 279 19 382 592 169 161
2115 2116 12 161 263 11	12 161 263 276
29 592 19 10 1325 459 12 1642 29 312 247	29 10 1325 459 12 1642 29 403
21451 5 5496 397 382 2292	140 370 1173 2292
335 226 226 2704 230 1325 459 811	282 283 283 282 335 226 226 459 232 52 53 230 267
73 2538 322 252	12 592 1132
202 11 202 11	8 9 852 11
9941 19 426 1299 7577 11	2319 1652 19 140 370 1299 3490 11
426 1157 936 213 885 19 5034	140 370 1157 933 934 3183 92 266 2622
12 967 1643 243 25	59 76 59 76
177 578 146 146	1675 1568 146 146
12 32 105 106 16	12 309 106 675 193 19 103
29 23 43	12 595 29 23 39 9
12 317 1642 29 173 43 433 434	28 12 317 1642 29 811
347 347	253 23 347 19 19
41 1497 247 29 108 5 394 278 3957	521 914 192 200 275 276
134 39 9 121	5216 134 1089 120 121
12 634 163 753 168	12 1124 10 1124 66
575 447 19 12 243 106 29 16 4191	12 243 106 43 76 588 243 106 29 16 588
444 744 1323 1290 1536	421 39 9 3092 307 23 937 831
12 518 163 29 23 29 23 12 19 24	1006 647 12 254 29 23 24 16
29 1326 816 19 187 209 176 29 725 5 130	12 176 29 725 3757 816 19 3135
135 136 137 138 142 1132 10 2538 322 19 208 1013 23 24	1006 647 135 136 132 32 875 144
540 358 47 541 542 643 370 15874 1718 513	546 358 47 541 336 643 370 513
8930 332 333 334 8 9 353	1698 1188 919 202 353
246 247 251 77 23 16	249 77 16
29 471 114 23 6 1958 1397	12 161 29 471 114 23 10 23 1958 1397 66
10 1213 333 1188 1174 1307	232 230 3803 831
29 903 12 5968 11	12 348 29 903 12 509 2290 11 251 634 433 476
459 10 12 243 16	12 10 243 16
1006 134 2208 12 19 3336	1918 12 19 3336
909 13 536 1684 2041 16	1310 1311 13 536 1329 1047 945 16
771 102 12 80 1391 16	29 698 1880 12 575 76
127 9 1132 16	592 19 127 9 1132 16
903 317 12 304 1294 805 116 306	12 116 306
134 10 2765 23 10 23 578 1236 19 33	1032 370 296 478 1101
1277 45 46 46 47 48 744 1276 19	202 130 352 45 46 46 47 48 1278
7194 192 882 247	12 275 1017 7194 192 19594 16
12 518 10 518 163 29 94 203 247	12 595 29 1048 790 16
29 10 511 12 243 161 43	29 274 161 262 29 161 23 161 12
439 46 781 781 48 243 16 12	439 46 781 781 48 243 16 361 108 19 37
12 23 169 3417	12 6 169 299 2041
522 533 20392	522 533 24 323 24
80 33 217 31 11 8 9 11	1522 379 29 217 31 11
28 127 23 39 9	28 127 33 39 9 12 168 168
4545 15970 4261	4545 15970 771
29 1299 2879 6241 11 415 347 725 770 16	13 725 773 522 16 267
12 128 215 1048 790 11 276	12 215 2538 322 11 276
12 317 1596 133 131	263 12 522 161 133 135 136 1969 16
12 202 32 28 9 52 10 511 19 533	29 23 3937 275 2316 467 810 251 52 10 511 19
768 6363 19	768 6363
10 818 819 12	10 161 72 12 67
107 65 62 39 9	813 209 65 62 43
12 60 32 1684 1193 66	32 1193 66 12
7518 5268 981 729 3714 12111	3716 981
29 653 2011 573 32 1294 805	29 459 135 1295 19 2009
426 19 56 57 23 8 344 828 519 19	140 370 56 57 11119 19 829 830
243 142 302 1649 128 1649 11 19 626 202 725 773 267	202 725 773 243 462 1649 626
169 718 12 431 432 74 39 9	12 32 44 79
2374 72 29 68 69 70	2374 2374 800 800 192 522 276
55 46 47 48 49 283 45 48 379 1632 1369	55 46 47 48 481 283 45 48 19 813 3186 272 379 1632 1367 1368
29 760 106 272 12 1534 243 5 394	29 255 272 12 3637
392 34 474 475 11	392 1041 29
12 606 299 2041	12 296 299 2041
48 50 50 48 55 46 47 48	48 50 50 48 55 46 47 48 154
12 518 163 12 32 43 79 267	12 8 9 80 32 422 334 366
229 46 1203 4002 1584	230 236 56 57 23 358 50 229 56 16
1698 12 837 247 773 10 773 200 66	392 773 10 953
457 180 536 5408 11	80 32 180 202 536 126 536 19 533
1277 45 46 46 47 48 798 476	1275 45 46 46 47 48 355 334
158 226 226 336 82 79 693 433 476 708 384 689 79	158 226 226 336 220 354 2434 693 433 476
72 478 1182 481 133 230 300	725 173 230 300
29 307 308 12 101 102 23 24 16	12 254 29 23 24 19 889 16
29 10 317 1588 12 19	29 760 317 263 12 161 592 300
28 29 2197 126 168 16	28 634 163 1644 16 29
282 1903 12 431 432 9 12 450 161 10 794	12 19 8325 453 963 963 10 794 533
134 17365 561 561	134 1574 1667 370
1319 421 12 23 59 8 9 431 13	1319 421 12 274 59
12 10 79 1061 16	12 13 10 13 10742 360 29 4
12 32 168 1017 2355 1966 3271 16	12 5488 2355 1966 3271 16
29 106 459 19061 411 5253 7113	29 653 5253 19 265 1705 916
1415 1438 19 3590 7657	2214 19 7657
29 360 12 161 1017 29 62 39 9 212 213 276	29 1012 1017 12 29 62 43
161 135 1769 1770 635 10 635	7749 10 635
29 1299 133 11	34 200 79 15478 10212 1059 2076 4834 1059
13899 12 62 39 9 533	12 62 39 9 472 29 39 9 33
29 82 1475 101 102 12 19 230 300 23 58	12 19 230 300 52 53
29 161 12 1504 23 10 32 1193	29 161 12 1209 114 32 1193
13 67 173 29 922 16	67 173 29 4 300 16
107 128 10 2969	107 263 29 251 2420 459
462 5 1497 148 711 506 2454 1493	127 1497 148 711 506 19 134 1089 474 437
521 757 3 554 473 11	521 757 11
29 10 794 11 19 1645 1319 23 43	3422 2436 11
342 10 6756 16	202 453 10 342
725 10 173 426 11 8 9 313	426 852 11 8 9 313
12 23 471 5138 16	3343 23 12 16
12 215 317 161 300 11	29 161 12 317 10 317 161 300 533
1494 1494	423 4314 11557
5502 19 2667 20995 1299 29 20996 306 11	5502 19 20997 1299 29 108 19 895 895 20996 306 11
3199 1227 11	107 60 251 461 217 1227 11
127 128 1667 23 2 300 16	4 19 5 227 253 10 126 2
29 255 272 12 275	29 592 255 390 12 11
80 32 1352 66	5 239 80 32 536 535 66
43 253 80 1363	444 29 39 9 253 80 168 173
29 161 12 277 23 251 1958 252	29 595 12 1958
169 718 12 317 161 565 355 16	522 162 1321 422
29 202 725 2006 12	29 253 725 2006 12 366
1016 161 12 260 2718	28 12 260 533
169 169 3 499 11	2424 3 499
12 1643 1522 10 101 102 29 7381	29 7381 533
28 12 1050 629 29 1051	28 12 1050 360 29 1164 3285
140 370 643 644 626 202 482 483	691 479 426 626 267
45 226 159 1203 123 11 459 58 180	45 226 782 4630 123 11 415 2181 2290 79 52 53
297 106 12 11	106 12 106 19 342 10 1002
72 14130 2764 1635	1635 72 158 158
12 536 2119 2119 16	12 536 2119 2119 200 276
442 162 87 222 223 19 1183	5563 1184 134 2208
12 71 5 227 80 448 4858 76	29 161 12 202 127 9 80 32 448 4858 533
29 19 65 1671 459 1055	1006 734 1154 29 19 212 213
12 19 208 209 212 213 62 43	12 19 1490 13 14 1012 29
16086 50 50 48 965 1365 783 282 2643 478 226	282 283 283 282 965 47 159 48 2643 481 226 442 1094
48 50 50 48 335 159 46 153 19 159 50 623	282 50 50 48 158 782 153 622
12 1124 3173 19 470 455 456 62 43 66	12 19 1051 23 24 66
169 299 2041 23 431 447 19	1847 1522 11 169 3417 23 3738 4166 2528 431 447
1027 13 2707 15589 19 1162 829 830	21601 1027 13 2707 1452 7489 21897
12 127 9 1935 837 16	215 126 2 11 12 71 787 1935 837 76
106 62 12 350 431 432 276	1180 217 106 62 62 12
3041 10 3042	296 5 239 251 3042
29 10 82 1475 52 106	29 106 52 11
24 142 12078 536	142 126 536 19 59 4413 23 44
48 50 50 48 45 228 229 196 331 285	48 50 50 48 55 228 229 355 334 2175
12 447 1693 16	12 23 310 279 19 447 813 1338 16
83 10 74	9895 13395
29 161 12 23 447 19 12	29 664 447 12 19
12 441 442 243 161 5275	107 1377 4681 243 161 5275
1653 6100 850 120	176 29 692 350 29 19 6100
12 23 29 19 18462	29 1299 12 20159
12 1636 161 300	13 14 21094
29 272 12 256 10 3775 126 16	29 108 178 6 18627 16
12 128 485 67 127 69 70 16	416 5 69 70 522 67 276
39 9 710 711 19 7	307 234 208 209
72 29 68 6 687	12 72 29 68 5 69 70 1004
29 648 12 16	29 650 669 12 16
10462 2572 8 9 287	1732 120 3954 1514 79 11 202 725 773 522 267
28 12 856 23 4 66	28 12 856 23 818 819 29 66
426 80 1170 11 935 267	1170 232 1536 230 11 1475 935 21434
158 481 481 920 921	335 481 153 2707
202 482 483 2056 804 2046 2047 550 1174 1307	2799 550 2056 804 1174 1307
10113 25 6 1597 2527 66	493 462 98 1597 142 635
29 518 163 12 19 212 213 10 126 67	348 12 307 35 72 12 1046 276 10 126 67 19 12 19 65
59 253 31 11	253 80 32 59 11
29 10 1325 459 12 19 472 451	771 102 12 432 421 29 317 2429 12 19 4374
29 80 32 180	12 217 14 72 4455 180
12 1864 459 62 29 43 66	12 304 29 62 43
444 10 4097 29	2319 2319 62 12 421 39 9 10 955 82
12 32 35 35 533	12 32 35 533
29 1928 882 12 19 248 11	2808 12 19 248 11
29 653 991 331 285 19 555 406	29 459 3872
620 108 55 46 47 48	282 283 283 282 3714 11027 8 9 79
28 12 629 43	28 12 74 44
12 800 161 24 142 635	161 24 142 635
12 595 5910 1644 453 23 5070 2641 1763 126 168	680 1453 8137 3719 12 485 16
29 15292 12	13 4317 12 23 29 142 106 459 19
1051 884 11 8 9 313	29 1051 884 935
12 8 9 787 1870	12 8 9 988 20378
3378 29	263 10 394 29 10 459
1682 253 80 32	28 128 23 66
12 459 629 1195 859	12 1864 459 629 39 9
140 370 744 1323 706 279 10 126 689 11	140 370 3092 1 689
2179 253 10 922 11 76	10 272 12 922 11
439 46 781 781 48 29 19 355 334 356	355 334 356 12 126 66
29 5 247 80 1352 11	297 29 126 491
1212 1634 19 365 202 161	4028 19 365
1864 2679 66 29	6767 2436
12 304 751 472 852	5224 12 304 751 472 852
12 243 3387 29 16	12 3343 12 243 3387 29 16
29 10 5283 451 133 12	29 10 133 12 6 20261 11 12
29 10 459 312 247 11	29 108 431 432 403 10 459 180 16
12 431 432 1363 29 16	12 13 14 2116 4317 29
307 308 29 485 12 12 524 10 524 525 29 66	307 308 29 524 525 12
12 431 432 729 130 11 29 106 435 11	29 193 243 459 435 11
12 254 7177 19 39 9 426 16	7177 19 39 9 426 12 101 102 16
12 10 1414	12 10 1414 2732 7202 11
297 249 1756 836	297 249 251 134 451
29 10 524 525 12 887 922	29 10 524 525 12 11 252
